ID	chr	strand	start	stop	gene	region	Binding site coverage (RPM)
787	7	-	1040077	1040106	YGR274C	CDS	6029.850
788	7	-	1048623	1048659	YGR279C	3'UTR	1055.677
789	7	-	1048694	1048712	YGR279C	3'UTR	1833.491
790	7	-	1048719	1048747	YGR279C	3'UTR	6013.318
791	7	-	1048764	1048789	YGR279C	3'UTR	11753.129
795	8	+	41044	41062	YHL030W	CDS	2075.188
796	8	+	41521	41546	YHL030W	CDS	2882.261
797	8	+	45725	45742	YHL030W	3'UTR	1929.991
798	8	+	55873	55901	YHL025W	3'UTR	5913.181
799	8	+	58960	58987	YHL024W	3'UTR	707.300
800	8	+	75483	75500	YHL015W	CDS	1315.010
801	8	+	75828	75847	YHL015W	3'UTR	7021.026
802	8	+	75987	76015	YHL015W	3'UTR	308.219
803	8	+	100450	100477	YHL004W	3'UTR	15903.171
805	8	+	105164	105186	YHL001W	3'UTR	5325.096
807	8	+	108244	108267	YHR001W-A	3'UTR	18952.788
809	8	+	127374	127411	YHR010W	CDS	6.905
810	8	+	160885	160911	YHR026W	CDS	4259.072
811	8	+	181994	182011	YHR037W	CDS	1377.160
812	8	+	184790	184811	YHR038W	3'UTR	35825.844
814	8	+	191858	191885	YHR042W	CDS	249.334
815	8	+	212056	212076	YHR052W	3'UTR	4159.647
816	8	+	220558	220585	YHR059W	3'UTR	16819.986
818	8	+	239666	239689	YHR072W	CDS	5207.705
820	8	+	241962	241981	YHR072W-A	3'UTR	8614.070
823	8	+	275233	275251	YHR084W	CDS	1919.808
824	8	+	276290	276309	YHR084W	3'UTR	2318.894
825	8	+	280829	280848	YHR087W	CDS	3180.294
827	8	+	312168	312200	YHR099W	CDS	8222.079
829	8	+	342301	342323	YHR116W	3'UTR	17012.436
830	8	+	352459	352486	YHR120W	3'UTR	6355.510
833	8	+	376028	376050	YHR137W	CDS	4179.818
834	8	+	381545	381571	snR32	snoRNA	5721.268
837	8	+	386620	386640	YHR143W	3'UTR	3236.276
838	8	+	386694	386717	YHR143W	3'UTR	1958.340
839	8	+	410166	410191	YHR155W	CDS	5641.675
840	8	+	442057	442076	YHR169W	5'UTR	3420.188
845	8	+	467505	467522	YHR181W	CDS	1341.180
847	8	+	472449	472469	YHR183W	3'UTR	3885.053
849	8	+	494032	494057	YHR197W	CDS	4843.155
852	8	-	34976	34996	YHL033C	3'UTR	3320.241
853	8	-	35156	35174	YHL033C	3'UTR	3830.167
854	8	-	36513	36547	YHL032C	CDS	4675.034
856	8	-	76069	76091	YHL014C	3'UTR	7885.335
858	8	-	100508	100529	YHL003C	3'UTR	2340.340
859	8	-	115505	115525	YHR005C-A	3'UTR	361736.981
860	8	-	119869	119894	YHR007C	3'UTR	17547.638
863	8	-	124051	124070	YHR009C	3'UTR	8428.694
864	8	-	136965	136983	YHR016C	CDS	2644.920
865	8	-	140326	140347	YHR018C	CDS	11048.365
866	8	-	142038	142056	YHR019C	CDS	1432.953
867	8	-	147822	147855	YHR021C	3'UTR	37.074
868	8	-	148076	148094	YHR021C	CDS	1536.540
869	8	-	164899	164928	YHR028C	3'UTR	158.106
870	8	-	169382	169401	YHR030C	CDS	2264.374
871	8	-	192936	192968	YHR043C	CDS	269.871
873	8	-	219443	219478	YHR058C	CDS	130.846
875	8	-	259877	259894	YHR079C	CDS	2060.838
876	8	-	282527	282549	YHR089C	3'UTR	13279.319
877	8	-	344700	344732	YHR118C	CDS	143.933
878	8	-	392539	392559	YHR147C	3'UTR	44992.392
879	8	-	392563	392583	YHR147C	3'UTR	8481.967
880	8	-	392608	392636	YHR147C	3'UTR	47.432
881	8	-	392946	392971	YHR147C	CDS	5173.901
883	8	-	504403	504427	YHR203C	3'UTR	5977.513
885	9	+	51042	51059	YIL156W	CDS	1864.566
886	9	+	98351	98376	YIL134W	3'UTR	4460.414
888	9	+	119622	119644	YIL126W	CDS	4765.000
889	9	+	127117	127137	YIL124W	3'UTR	3541.585
890	9	+	144089	144108	YIL116W	3'UTR	2994.930
891	9	+	144115	144145	YIL116W	3'UTR	191.182
893	9	+	260936	260958	YIL049W	3'UTR	3243.552
896	9	+	312483	312506	YIL022W	3'UTR	3091.067
899	9	+	317979	318001	YIL018W	3'UTR	8547.735
902	9	+	324133	324153	YIL015W	3'UTR	23301.469
905	9	+	342802	342826	YIL008W	CDS	3502.870
906	9	+	364578	364596	YIR004W	3'UTR	2517.171
907	9	+	398379	398397	YIR021W-A	5'UTR	2044.123
908	9	+	399300	399321	YIR022W	3'UTR	2978.589
909	9	+	417164	417184	YIR033W	CDS	3511.045
910	9	-	46894	46924	YIL157C	3'UTR	21468.873
911	9	-	62994	63024	YIL149C	3'UTR	7368.864
912	9	-	148728	148747	YIL115C	5'UTR	3740.040
914	9	-	187930	187952	YIL093C	3'UTR	25796.265
915	9	-	199905	199925	YIL087C	CDS	3537.773
917	9	-	214947	214964	YIL077C	3'UTR	1432.771
918	9	-	230179	230206	YIL070C	3'UTR	5599.868
919	9	-	231460	231482	YIL069C	3'UTR	3477.605
921	9	-	296741	296758	YIL030C	CDS	1759.889
922	9	-	296855	296872	YIL030C	CDS	1553.805
924	9	-	402799	402821	YIR024C	3'UTR	5074.315
925	10	+	40028	40049	YJL209W	3'UTR	9760.073
926	10	+	76517	76543	YJL189W	3'UTR	6712.993
927	10	+	76563	76593	YJL189W	3'UTR	2007.224
929	10	+	91431	91469	YJL177W	CDS	14975.953
930	10	+	91697	91719	YJL177W	3'UTR	3168.305
933	10	+	106772	106791	YJL166W	3'UTR	12235.271
934	10	+	121911	121936	YJL159W	3'UTR	4072.957
935	10	+	146071	146101	YJL145W	3'UTR	10180.040
936	10	+	146808	146831	YJL144W	3'UTR	5068.130
937	10	+	147548	147567	YJL143W	CDS	1879.104
938	10	+	147726	147753	YJL143W	3'UTR	31838.639
939	10	+	147760	147777	YJL143W	3'UTR	1256.128
941	10	+	161653	161677	YJL133W	3'UTR	4.543
942	10	+	190277	190311	YJL122W	3'UTR	6.360
946	10	+	227875	227896	YJL104W	3'UTR	5433.231
947	10	+	232537	232557	YJL102W	CDS	5255.141
948	10	+	232774	232794	YJL102W	CDS	2747.789
949	10	+	247015	247035	YJL096W	3'UTR	107081.591
950	10	+	273601	273621	YJL085W	CDS	3381.302
951	10	+	306408	306428	YJL071W	CDS	4739.750
952	10	+	317040	317066	YJL062W-A	3'UTR	6185.777
953	10	+	317113	317130	YJL062W-A	3'UTR	1017.333
955	10	+	323449	323475	YJL060W	CDS	5657.494
956	10	+	335824	335852	YJL054W	3'UTR	5513.379
958	10	+	338667	338690	YJL052W	CDS	4348.474
961	10	+	353623	353649	YJL046W	3'UTR	6339.516
962	10	+	355923	355953	YJL045W	5'UTR	4236.516
963	10	+	379777	379815	YJL036W	CDS	49.612
965	10	+	383262	383295	YJL034W	CDS	98.862
966	10	+	393665	393695	YJL026W	3'UTR	5042.147
968	10	+	405869	405892	YJL016W	CDS	4693.034
969	10	+	427637	427654	YJL005W	CDS	1527.637
970	10	+	433034	433063	YJL003W	3'UTR	6684.102
971	10	+	433134	433159	YJL003W	3'UTR	5400.702
973	10	+	446487	446507	YJR005W	CDS	3801.099
974	10	+	461614	461645	YJR013W	3'UTR	4338.291
975	10	+	464341	464370	YJR015W	3'UTR	6191.219
976	10	+	499377	499397	YJR035W	CDS	3759.116
978	10	+	608894	608911	YJR094W-A	3'UTR	1504.737
979	10	+	608929	608952	YJR094W-A	3'UTR	2158.970
980	10	+	619104	619126	YJR101W	3'UTR	6924.329
982	10	+	628361	628380	YJR107W	3'UTR	2300.720
983	10	+	633503	633526	YJR110W	5'UTR	4479.314
984	10	+	633884	633901	YJR110W	CDS	1665.025
987	10	+	651282	651300	YJR122W	3'UTR	4872.579
989	10	+	652531	652560	YJR123W	CDS	183.728
990	10	+	652629	652646	YJR123W	3'UTR	7659.450
991	10	+	652673	652693	YJR123W	3'UTR	2967.494
994	10	+	673680	673707	YJR133W	3'UTR	18705.809
995	10	+	677270	677294	YJR135W-A	3'UTR	40968.656
996	10	+	685182	685202	YJR138W	CDS	3278.253
997	10	+	689392	689416	YJR138W	3'UTR	5547.360
999	10	+	698210	698232	YJR142W	3'UTR	4025.177
1001	10	-	40161	40184	YJL208C	3'UTR	5054.876
1002	10	-	50071	50094	YJL205C	3'UTR	10780.854
1003	10	-	74784	74802	YJL190C	3'UTR	7717.243
1005	10	-	74856	74879	YJL190C	3'UTR	18507.182
1007	10	-	122223	122250	YJL158C	3'UTR	2566.413
1008	10	-	133251	133270	YJL154C	CDS	2667.824
1010	10	-	134241	134258	YJL153C	3'UTR	722.929
1011	10	-	139657	139689	snR128	snoRNA	8725.830
1013	10	-	149714	149733	YJL141C	CDS	2889.540
1014	10	-	153360	153380	YJL138C	3'UTR	4522.394
1015	10	-	153458	153482	YJL138C	3'UTR	5138.460
1016	10	-	156445	156472	YJL136C	3'UTR	7025.554
1017	10	-	172828	172857	YJL130C	5'UTR	25079.862
1019	10	-	211007	211031	YJL110C	CDS	2117.173
1021	10	-	228285	228303	snR37	snoRNA	55.246
1022	10	-	228862	228887	YJL103C	3'UTR	5414.867
1024	10	-	270225	270247	YJL087C	CDS	2227.844
1025	10	-	286977	286995	YJL080C	CDS	1094.571
1026	10	-	308781	308805	YJL070C	CDS	2680.530
1027	10	-	314072	314100	YJL066C	3'UTR	5791.964
1028	10	-	315720	315739	YJL063C	3'UTR	24267.531
1029	10	-	347337	347356	YJL048C	3'UTR	3.634
1030	10	-	348696	348727	YJL048C	5'UTR	7990.384
1031	10	-	349159	349183	snR60	snoRNA	6428.758
1032	10	-	369021	369042	YJL039C	CDS	1275.393
1033	10	-	398825	398847	YJL020C	3'UTR	4652.155
1036	10	-	453588	453605	YJR009C	3'UTR	2888.442
1041	10	-	519510	519531	YJR045C	3'UTR	13993.718
1042	10	-	519558	519583	YJR045C	3'UTR	9535.268
1043	10	-	519602	519626	YJR045C	3'UTR	151195.509
1045	10	-	521610	521631	YJR045C	5'UTR	5831.035
1046	10	-	521680	521701	YJR045C	5'UTR	139.207
1048	10	-	577029	577053	YJR077C	3'UTR	235.889
1049	10	-	577133	577155	YJR077C	3'UTR	4819.342
1050	10	-	577206	577231	YJR077C	3'UTR	34603.851
1053	10	-	638189	638211	YJR113C	3'UTR	7970.743
1054	10	-	658893	658910	YJR127C	3'UTR	2011.770
1055	10	-	665997	666014	YJR130C	CDS	2125.896
1056	10	-	701994	702014	YJR145C	3'UTR	12401.374
1057	11	+	7531	7549	YKL221W	3'UTR	1384.612
1059	11	+	42266	42288	YKL210W	3'UTR	4535.117
1061	11	+	55341	55359	YKL204W	CDS	2071.732
1062	11	+	64301	64319	YKL202W	CDS	797.620
1063	11	+	64325	64343	YKL202W	CDS	3.452
1064	11	+	81886	81905	YKL191W	CDS	2260.748
1066	11	+	100520	100538	YKL182W	5'UTR	3.452
1067	11	+	101618	101638	YKL182W	CDS	2999.655
1069	11	+	105099	105116	YKL182W	CDS	1082.758
1070	11	+	105270	105287	YKL182W	CDS	1871.118
1071	11	+	105397	105418	YKL182W	CDS	483.769
1074	11	+	110204	110228	YKL180W	3'UTR	5610.949
1076	11	+	128240	128257	YKL171W	CDS	2024.856
1077	11	+	131130	131155	YKL170W	3'UTR	38392.985
1078	11	+	145678	145695	YKL163W	3'UTR	834.149
1080	11	+	180284	180308	YKL141W	3'UTR	4934.013
1081	11	+	182879	182898	YKL139W	5'UTR	1481.475
1083	11	+	183708	183730	YKL139W	CDS	4058.601
1084	11	+	186340	186363	YKL137W	3'UTR	12787.717
1087	11	+	221099	221121	YKL117W	3'UTR	7079.165
1089	11	+	250144	250161	YKL101W	CDS	1481.839
1090	11	+	253366	253384	YKL101W	CDS	69.057
1092	11	+	280445	280463	YKL085W	3'UTR	1415.688
1093	11	+	280976	281002	YKL083W	CDS	5431.771
1094	11	+	282950	282968	YKL081W	CDS	2265.112
1096	11	+	284611	284634	YKL081W	3'UTR	25138.755
1097	11	+	330719	330741	YKL058W	3'UTR	4317.388
1098	11	+	356650	356677	YKL044W	3'UTR	2305.080
1100	11	+	387478	387497	YKL028W	3'UTR	3478.342
1101	11	+	388713	388744	YKL027W	CDS	6856.371
1102	11	+	436843	436867	YKL004W	3'UTR	1004.068
1103	11	+	438341	438366	YKL002W	CDS	779.628
1104	11	+	454118	454145	YKR008W	3'UTR	5551.535
1105	11	+	518105	518130	YKR041W	5'UTR	18.354
1107	11	+	520810	520828	YKR042W	3'UTR	2565.507
1108	11	+	551377	551394	YKR056W	3'UTR	1269.212
1110	11	+	552316	552337	YKR057W	3'UTR	4026.086
1111	11	+	556199	556218	YKR059W	3'UTR	10.904
1112	11	+	556254	556271	YKR059W	3'UTR	1246.315
1114	11	+	569201	569222	YKR067W	CDS	4221.985
1115	11	+	569548	569567	YKR067W	CDS	2435.200
1116	11	+	570189	570208	YKR067W	3'UTR	3180.306
1117	11	+	591438	591457	YKR080W	3'UTR	2566.054
1118	11	+	616007	616029	YKR093W	CDS	4551.840
1119	11	+	630426	630465	YKR096W	3'UTR	8977.552
1120	11	-	4885	4908	YKL222C	CDS	4937.285
1121	11	-	63881	63899	YKL201C	3'UTR	1336.272
1122	11	-	68145	68170	YKL198C	3'UTR	4942.369
1123	11	-	77123	77147	YKL194C	3'UTR	5670.038
1124	11	-	80051	80072	YKL192C	3'UTR	4705.756
1125	11	-	115398	115418	YKL178C	5'UTR	34.348
1126	11	-	116168	116186	YKL176C	CDS	1981.966
1127	11	-	133637	133657	YKL167C	3'UTR	3343.139
1128	11	-	133676	133699	YKL167C	3'UTR	31942.245
1129	11	-	137892	137914	YKL165C	3'UTR	4476.587
1130	11	-	141674	141692	YKL164C	3'UTR	2541.345
1131	11	-	141710	141744	YKL164C	3'UTR	12619.436
1132	11	-	159462	159483	YKL155C	CDS	3850.163
1133	11	-	163588	163616	YKL152C	3'UTR	3483.619
1134	11	-	169044	169066	YKL148C	3'UTR	13664.201
1135	11	-	185238	185258	YKL138C	3'UTR	3495.790
1136	11	-	243045	243080	YKL104C	3'UTR	14929.618
1137	11	-	243151	243175	YKL104C	3'UTR	4397.905
1138	11	-	269408	269426	YKL092C	CDS	1667.752
1145	11	-	327286	327325	YKL060C	CDS	87.232
1149	11	-	339128	339148	YKL053C-A	3'UTR	136082.140
1151	11	-	430634	430652	YKL006C-A	5'UTR	2158.058
1152	11	-	437032	437054	YKL003C	3'UTR	9175.819
1153	11	-	450356	450386	YKR006C	3'UTR	83452.013
1154	11	-	544024	544041	YKR054C	CDS	3.271
1155	11	-	559231	559248	snR42	snoRNA	2174.422
1156	11	-	599070	599089	YKR085C	3'UTR	9871.660
1160	12	+	91393	91421	YLL026W	3'UTR	5411.410
1164	12	+	150277	150298	YLL001W	3'UTR	2090.819
1165	12	+	194590	194628	YLR025W	CDS	807.979
1166	12	+	198985	199010	snR30	snoRNA	8254.618
1167	12	+	243477	243501	YLR048W	3'UTR	3939.040
1169	12	+	263985	264013	YLR061W	3'UTR	6498.184
1170	12	+	265423	265443	YLR064W	5'UTR	3125.592
1172	12	+	283514	283549	YLR075W	CDS	6.541
1173	12	+	283663	283683	YLR075W	3'UTR	14812.412
1175	12	+	321915	321937	YLR090W	CDS	5082.667
1176	12	+	322101	322124	YLR090W	3'UTR	47.976
1178	12	+	369339	369363	YLR109W	3'UTR	426451.038
1179	12	+	371198	371224	YLR111W	3'UTR	4023.545
1180	12	+	380670	380693	YLR115W	3'UTR	4352.842
1181	12	+	434084	434121	YLR146W-A	3'UTR	10786.847
1182	12	+	441345	441371	YLR150W	3'UTR	5367.983
1183	12	+	441373	441391	YLR150W	3'UTR	2638.019
1185	12	+	499043	499075	YLR167W	CDS	1967.064
1187	12	+	507603	507620	YLR175W	3'UTR	1079.485
1188	12	+	511653	511678	YLR177W	CDS	49449.857
1190	12	+	515934	515963	YLR180W	CDS	5081.202
1193	12	+	524407	524429	YLR186W	3'UTR	5007.429
1194	12	+	547674	547693	YLR197W	3'UTR	3514.680
1195	12	+	552672	552694	YLR204W	3'UTR	43368.055
1196	12	+	556424	556442	YLR206W	3'UTR	6581.235
1197	12	+	622056	622077	YLR241W	CDS	4861.674
1202	12	+	638549	638570	YLR249W	CDS	3263.360
1203	12	+	638599	638618	YLR249W	CDS	12700.141
1204	12	+	639502	639520	YLR249W	CDS	1847.854
1205	12	+	639972	639990	YLR249W	3'UTR	9051.678
1207	12	+	641983	642005	YLR251W	CDS	4739.923
1208	12	+	644347	644369	YLR253W	3'UTR	37326.737
1209	12	+	659619	659638	YLR257W	CDS	2682.360
1210	12	+	662854	662877	YLR258W	3'UTR	3916.666
1211	12	+	673337	673358	YLR264W	3'UTR	1779.151
1212	12	+	705438	705460	YLR283W	CDS	4221.620
1213	12	+	729032	729050	YLR300W	CDS	1798.962
1214	12	+	729228	729245	YLR300W	CDS	1478.569
1216	12	+	766111	766134	YLR317W	3'UTR	5787.790
1217	12	+	813761	813778	YLR342W	CDS	1707.550
1218	12	+	814171	814191	YLR342W	CDS	3159.948
1219	12	+	814418	814438	YLR342W	CDS	2881.355
1220	12	+	815575	815593	YLR342W	CDS	1981.960
1222	12	+	842537	842563	YLR357W	CDS	17178.550
1226	12	+	861472	861490	YLR369W	CDS	2682.908
1227	12	+	868441	868466	YLR372W	3'UTR	4890.392
1228	12	+	888641	888658	YLR383W	3'UTR	2270.196
1230	12	+	903426	903450	YLR390W	3'UTR	4420.080
1231	12	+	904474	904504	YLR390W-A	3'UTR	11994.274
1233	12	+	908818	908836	YLR394W	CDS	2061.375
1235	12	+	953283	953303	YLR413W	3'UTR	4190.365
1236	12	+	962760	962781	YLR419W	3'UTR	1543.265
1237	12	+	1007002	1007019	YLR435W	3'UTR	2005.218
1238	12	+	1013839	1013857	YLR438W	3'UTR	1733.357
1239	12	+	1015478	1015498	YLR439W	3'UTR	10009.238
1240	12	+	1023352	1023370	YLR443W	CDS	1539.994
1243	12	+	1045605	1045625	YLR454W	CDS	3927.034
1244	12	+	1054469	1054489	YLR455W	CDS	3930.858
1245	12	-	39735	39754	YLL050C	3'UTR	3383.834
1246	12	-	41214	41247	YLL048C	3'UTR	6.178
1248	12	-	79257	79277	YLL031C	CDS	3514.862
1249	12	-	95671	95692	YLL024C	CDS	6192.864
1250	12	-	121890	121912	YLL013C	3'UTR	3823.996
1251	12	-	124920	124937	YLL013C	5'UTR	5171.726
1252	12	-	131119	131138	YLL009C	3'UTR	107144.685
1253	12	-	131162	131182	YLL009C	3'UTR	25726.278
1255	12	-	196509	196529	YLR026C	5'UTR	13199.176
1258	12	-	202235	202275	YLR029C	CDS	81.959
1259	12	-	212142	212161	YLR035C	3'UTR	5003.077
1260	12	-	216809	216830	YLR035C-A	CDS	7.997
1266	12	-	233494	233527	YLR044C	CDS	17653.038
1272	12	-	238026	238043	YLR046C	CDS	1485.112
1273	12	-	260012	260030	YLR059C	CDS	1287.930
1274	12	-	271578	271603	YLR069C	3'UTR	1874.744
1278	12	-	338916	338935	YLR098C	CDS	2068.477
1279	12	-	339674	339697	YLR099C	3'UTR	3955.944
1284	12	-	387118	387136	YLR120C	CDS	2282.367
1285	12	-	402882	402908	YLR130C	CDS	5804.690
1287	12	-	421521	421539	YLR139C	3'UTR	5511.736
1288	12	-	422311	422341	YLR139C	CDS	7639.268
1291	12	-	491793	491818	YLR163C	3'UTR	8050.874
1292	12	-	539907	539926	YLR193C	3'UTR	10227.862
1293	12	-	550524	550551	YLR202C	intron	12243.062
1295	12	-	550610	550632	YLR202C	CDS	23038.484
1296	12	-	573428	573445	YLR218C	3'UTR	18116.996
1297	12	-	604863	604881	YLR229C	5'UTR	2106.272
1298	12	-	625139	625159	YLR244C	3'UTR	14346.792
1299	12	-	663222	663241	YLR259C	3'UTR	36816.438
1300	12	-	663255	663276	YLR259C	3'UTR	14364.429
1301	12	-	664320	664345	YLR259C	CDS	4611.623
1302	12	-	664665	664694	YLR259C	CDS	730.560
1304	12	-	695987	696005	YLR276C	CDS	3.452
1305	12	-	698608	698629	YLR277C	CDS	3950.122
1306	12	-	701248	701272	YLR278C	CDS	4797.725
1307	12	-	702194	702211	YLR278C	CDS	1759.889
1309	12	-	709839	709874	YLR286C	CDS	45.796
1312	12	-	710293	710310	YLR286C	5'UTR	1586.516
1313	12	-	712404	712423	YLR287C-A	3'UTR	7330.856
1314	12	-	720697	720720	YLR293C	3'UTR	5076.847
1315	12	-	720727	720748	YLR293C	3'UTR	1701.732
1316	12	-	721793	721812	YLR294C	CDS	3427.276
1320	12	-	735645	735662	YLR304C	CDS	15207.664
1323	12	-	748933	748952	YLR309C	3'UTR	4106.775
1325	12	-	781001	781020	YLR325C	3'UTR	1984.508
1326	12	-	794498	794516	snR61	snoRNA	2095.917
1327	12	-	795496	795519	YLR333C	3'UTR	19893.074
1329	12	-	837874	837899	YLR355C	3'UTR	22923.793
1331	12	-	869512	869541	YLR373C	CDS	6564.159
1333	12	-	875599	875617	YLR378C	3'UTR	2399.765
1334	12	-	876013	876033	YLR378C	CDS	3392.743
1336	12	-	909652	909670	YLR395C	3'UTR	984.077
1337	12	-	965528	965548	YLR421C	CDS	3003.468
1338	12	-	1017972	1017993	YLR441C	3'UTR	13525.547
1339	12	-	1018063	1018086	YLR441C	3'UTR	4383.362
1340	12	-	1039323	1039345	YLR452C	CDS	4660.508
1341	13	+	46944	46969	YML111W	CDS	5112.481
1342	13	+	48120	48144	YML111W	CDS	131.755
1343	13	+	57475	57494	YML106W	3'UTR	3009.468
1344	13	+	57559	57581	YML106W	3'UTR	3586.298
1345	13	+	71396	71426	YML100W	CDS	5650.581
1346	13	+	72875	72905	YML100W	CDS	6890.001
1347	13	+	73988	74018	YML100W	3'UTR	5994.222
1348	13	+	111618	111635	YML078W	3'UTR	9702.292
1349	13	+	111663	111691	YML078W	3'UTR	11438.557
1350	13	+	137200	137222	YML069W	3'UTR	4497.501
1352	13	+	147251	147271	YML063W	3'UTR	7770.099
1353	13	+	147282	147300	YML063W	3'UTR	2013.035
1355	13	+	162006	162030	YML057W	3'UTR	2630.580
1358	13	+	216199	216220	YML031W	3'UTR	3582.302
1359	13	+	217081	217105	YML030W	3'UTR	4433.157
1361	13	+	220753	220774	YML028W	3'UTR	4237.791
1362	13	+	220791	220817	YML028W	3'UTR	36805.542
1363	13	+	226746	226765	YML024W	3'UTR	3449.270
1366	13	+	255934	255962	YML007W	3'UTR	5.269
1367	13	+	272865	272901	YMR002W	3'UTR	30513.833
1370	13	+	277214	277245	YMR005W	3'UTR	3826.531
1372	13	+	295019	295038	YMR012W	3'UTR	20307.796
1378	13	+	323091	323114	YMR024W	3'UTR	6283.182
1379	13	+	323186	323206	YMR025W	5'UTR	3507.239
1380	13	+	384848	384865	YMR054W	CDS	1841.670
1381	13	+	385023	385047	YMR054W	CDS	4911.300
1382	13	+	385991	386013	YMR054W	3'UTR	7534.754
1383	13	+	400163	400184	YMR065W	CDS	4150.016
1384	13	+	426146	426171	YMR079W	3'UTR	3657.163
1388	13	+	486198	486216	YMR108W	3'UTR	4910.377
1390	13	+	499235	499267	YMR115W	3'UTR	11916.333
1391	13	+	511584	511614	YMR122W-A	3'UTR	10258.911
1392	13	+	511637	511665	YMR122W-A	3'UTR	827.425
1393	13	+	511730	511750	YMR122W-A	3'UTR	3740.029
1394	13	+	520545	520562	YMR125W	3'UTR	2096.820
1395	13	+	529179	529204	YMR129W	CDS	5372.338
1398	13	+	572772	572794	YMR158W	3'UTR	34636.205
1404	13	+	634493	634513	YMR186W	3'UTR	11978.467
1405	13	+	634515	634534	YMR186W	3'UTR	2620.576
1406	13	+	637517	637541	YMR189W	CDS	6133.445
1408	13	+	640651	640679	YMR189W	3'UTR	6656.274
1410	13	+	650859	650879	YMR193W	3'UTR	20317.954
1411	13	+	652460	652484	snR11	snoRNA	4670.490
1412	13	+	669784	669807	YMR203W	3'UTR	24584.789
1413	13	+	669825	669846	YMR203W	3'UTR	4253.962
1414	13	+	695352	695371	YMR214W	CDS	1711.912
1415	13	+	696798	696821	YMR215W	CDS	4426.978
1416	13	+	697723	697757	YMR215W	CDS	19.082
1418	13	+	703384	703409	YMR217W	3'UTR	3997.357
1419	13	+	725659	725692	YMR228W	3'UTR	12765.565
1420	13	+	733160	733184	YMR230W	3'UTR	4847.678
1421	13	+	743520	743538	YMR236W	3'UTR	2289.266
1422	13	+	751894	751913	YMR241W	5'UTR	2780.500
1425	13	+	775089	775113	YMR251W-A	3'UTR	4784.095
1426	13	+	842250	842267	YMR286W	3'UTR	1560.348
1428	13	+	858162	858179	YMR294W	3'UTR	199.541
1429	13	+	862320	862353	YMR297W	CDS	1699.191
1433	13	+	888623	888652	YMR307W	CDS	6629.580
1434	13	+	888773	888796	YMR307W	3'UTR	4309.217
1436	13	-	14376	14400	YML129C	3'UTR	178908.796
1438	13	-	21957	21987	YML124C	3'UTR	10349.090
1440	13	-	24002	24021	YML123C	3'UTR	2660.540
1441	13	-	49801	49825	YML110C	3'UTR	31179.850
1442	13	-	49999	50020	YML110C	3'UTR	5797.242
1443	13	-	50650	50670	YML110C	CDS	3201.927
1445	13	-	87301	87318	YML091C	CDS	1508.009
1446	13	-	95384	95402	YML087C	5'UTR	2700.160
1447	13	-	95684	95705	YML087C	5'UTR	6738.794
1448	13	-	97864	97887	YML085C	3'UTR	1478.568
1450	13	-	123187	123208	YML073C	3'UTR	3594.294
1456	13	-	224323	224341	YML025C	3'UTR	2461.925
1457	13	-	251213	251235	YML009C	3'UTR	78589.501
1458	13	-	256027	256049	YML006C	3'UTR	71.056
1459	13	-	258290	258308	YML006C	CDS	2420.486
1461	13	-	300750	300768	YMR015C	3'UTR	1968.147
1462	13	-	348542	348564	YMR039C	3'UTR	4585.273
1463	13	-	391839	391857	YMR060C	CDS	2251.285
1464	13	-	411274	411291	YMR071C	5'UTR	1982.322
1465	13	-	412968	412985	YMR073C	5'UTR	1458.941
1466	13	-	445432	445449	YMR089C	3'UTR	1648.669
1467	13	-	445484	445504	YMR089C	3'UTR	11142.874
1468	13	-	452413	452437	YMR092C	CDS	5329.283
1469	13	-	460740	460763	YMR098C	3'UTR	25820.799
1470	13	-	461913	461931	YMR098C	CDS	1615.958
1471	13	-	500048	500071	snR24	snoRNA	6032.045
1475	13	-	571156	571177	YMR156C	5'UTR	8135.760
1476	13	-	571228	571247	YMR157C	3'UTR	2591.492
1477	13	-	578891	578917	YMR162C	3'UTR	5014.688
1478	13	-	588382	588416	YMR164C	CDS	11042.007
1479	13	-	593207	593229	YMR166C	3'UTR	6771.329
1481	13	-	636218	636244	YMR188C	3'UTR	50445.428
1482	13	-	671788	671814	YMR205C	3'UTR	4313.026
1483	13	-	720856	720873	YMR225C	3'UTR	5610.240
1484	13	-	753183	753200	YMR242C	3'UTR	824.335
1487	13	-	789305	789335	YMR260C	3'UTR	5690.028
1490	13	-	833303	833333	YMR282C	3'UTR	12036.456
1491	13	-	833593	833623	YMR282C	CDS	7763.225
1492	13	-	842354	842379	YMR287C	3'UTR	10002.131
1493	13	-	864358	864375	YMR299C	3'UTR	1799.143
1494	13	-	878898	878923	YMR304C-A	CDS	2164.061
1495	13	-	892933	892958	YMR309C	3'UTR	5221.148
1496	13	-	893236	893256	YMR309C	CDS	3327.860
1498	13	-	912050	912067	YMR318C	CDS	2185.146
1501	14	+	58855	58882	YNL306W	3'UTR	5.088
1502	14	+	65747	65767	YNL300W	CDS	2785.948
1506	14	+	89287	89305	snR40	snoRNA	4253.965
1508	14	+	151468	151491	YNL262W	CDS	3964.666
1509	14	+	155182	155200	YNL261W	CDS	1971.611
1512	14	+	190993	191013	YNL243W	3'UTR	14230.678
1513	14	+	192458	192478	YNL242W	CDS	7911.307
1515	14	+	253927	253951	YNL209W	3'UTR	29408.018
1516	14	+	255063	255091	YNL208W	3'UTR	31130.608
