id	chr	strand	start	stop	gene	region	WT Avg
53595	12	-	442897	442923	YLR152C	3'UTR	1318.5183
66667	14	-	424800	424824	YNL104C	3'UTR	1316.66445
23401	6	+	62844	62865	YFL036W	3'UTR	1315.4203
38862	9	-	385641	385665	YIR018C-A	CDS	1312.92785
5222	2	-	420160	420187	YBR086C	3'UTR	1311.9441
11607	4	+	843506	843530	YDR191W	3'UTR	1308.214
68831	15	+	280225	280250	YOL023W	3'UTR	1305.45695
68762	15	+	263218	263239	YOL034W	3'UTR	1305.21695
27189	7	+	586318	586342	YGR046W	3'UTR	1304.28295
74023	15	-	678162	678186	YOR182C	3'UTR	1302.28195
1483	2	+	150369	150388	YBL037W	3'UTR	1300.03215
21828	5	-	167725	167748	YER008C	3'UTR	1298.59345
18077	4	-	1159580	1159600	YDR343C	3'UTR	1297.9349
21188	5	+	526941	526966	YER171W	5'UTR	1297.0563
25144	7	+	77978	78006	YGL225W	3'UTR	1295.8808
211	1	+	73367	73377	YAL038W	3'UTR	1295.3373
70478	15	+	725000	725022	YOR204W	3'UTR	1291.8874
63140	14	+	255063	255090	YNL208W	3'UTR	1291.30795
34521	8	+	518781	518805	YHR208W	3'UTR	1286.5712
64000	14	+	456152	456179	YNL091W	3'UTR	1284.7779
63313	14	+	291942	291971	YNL186W	3'UTR	1283.52575
70848	15	+	798433	798461	YOR248W	3'UTR	1281.56175
29874	7	-	328834	328864	YGL095C	3'UTR	1281.2227
34473	8	+	511966	511989	YHR205W	3'UTR	1280.5299
11460	4	+	810432	810457	YDR172W	3'UTR	1280.26735
10820	4	+	622157	622177	YDR089W	CDS	1280.186
43000	10	-	453628	453650	YJR009C	3'UTR	1279.3776
76487	16	+	305021	305048	YPL130W	CDS	1278.83615
30259	7	-	441054	441077	YGL028C	3'UTR	1276.0373
32390	7	-	1057643	1057668	YGR282C	3'UTR	1275.28575
7247	3	+	216599	216621	YCR052W	3'UTR	1275.2709
54744	12	-	783421	783445	YLR327C	5'UTR	1270.811
74481	15	-	822468	822481	YOR267C	3'UTR	1269.8535
31622	7	-	866291	866312	YGR185C	3'UTR	1268.98555
3706	2	-	44075	44093	YBL094C	CDS	1267.38165
31892	7	-	947003	947035	YGR226C	5'UTR	1267.1149
50407	12	+	668024	668049	YLR260W	3'UTR	1263.7603
36091	8	-	475967	475992	YHR186C	3'UTR	1262.12765
6319	2	-	695026	695049	YBR238C	3'UTR	1260.9497
41176	10	+	652662	652693	YJR123W	3'UTR	1260.6823
27696	7	+	697272	697309	YGR103W	3'UTR	1260.25885
49585	12	+	425130	425153	YLR142W	5'UTR	1259.3747
43507	10	-	613125	613149	YJR098C	3'UTR	1255.4098
65341	14	-	56276	56297	YNL307C	3'UTR	1255.1337
77063	16	+	434116	434149	YPL061W	3'UTR	1253.3118
10733	4	+	598158	598185	YDR075W	3'UTR	1249.64515
38697	9	-	318160	318182	YIL017C	3'UTR	1248.1938
70176	15	+	646918	646938	YOR165W	3'UTR	1248.1292
15805	4	-	478997	479019	YDR017C	3'UTR	1247.99685
31258	7	-	765851	765873	YGR138C	5'UTR	1247.23455
36832	9	+	195312	195325	YIL090W	3'UTR	1243.9148
74479	15	-	818974	819001	YOR263C	CDS	1243.6773
30444	7	-	479546	479567	YGL008C	3'UTR	1243.40155
29182	7	-	102384	102405	YGL206C	3'UTR	1243.3216
13692	4	+	1412139	1412164	YDR477W	5'UTR	1243.2689
76925	16	+	415456	415487	YPL075W	3'UTR	1240.07685
38086	9	-	175224	175254	YIL101C	3'UTR	1239.77555
68522	15	+	218610	218639	YOL059W	3'UTR	1238.18095
25776	7	+	248191	248213	YGL139W	3'UTR	1234.9087
4175	2	-	151467	151492	YBL035C	3'UTR	1234.76955
81629	16	-	839952	839981	YPR156C	5'UTR	1234.67775
49097	12	+	254976	255001	YLR056W	3'UTR	1230.75875
2979	2	+	628385	628405	YBR202W	3'UTR	1228.98835
62668	14	+	126355	126380	YNL273W	CDS	1228.0751
70588	15	+	752001	752024	YOR217W	3'UTR	1225.2962
43033	10	-	464385	464411	YJR016C	3'UTR	1224.03025
29152	7	-	81190	81218	YGL222C	5'UTR	1223.99705
58060	13	+	667913	667936	YMR202W	CDS	1223.91745
47427	11	-	336376	336399	YKL054C	3'UTR	1223.22245
17043	4	-	830491	830511	YDR183C-A	CDS	1222.7353
53881	12	-	550291	550312	YLR202C	CDS	1221.0094
73817	15	-	628304	628324	YOR156C	3'UTR	1217.3079
50123	12	+	614285	614311	YLR237W	3'UTR	1215.83285
16041	4	-	542599	542626	YDR043C	3'UTR	1214.21775
69809	15	+	531414	531435	YOR112W	5'UTR	1208.8368
70485	15	+	725310	725345	YOR204W	3'UTR	1208.05515
1143	2	+	38851	38877	YBL099W	3'UTR	1206.68185
44012	11	+	53416	53440	YKL205W	3'UTR	1206.3805
61639	13	-	763302	763317	YMR247C	3'UTR	1206.0886
45120	11	+	317614	317637	YKL064W	5'UTR	1204.3742
19745	5	+	130586	130616	YEL013W	3'UTR	1203.6107
62397	14	+	61635	61659	YNL303W	CDS	1203.44125
10636	4	+	580454	580485	YDR064W	3'UTR	1199.1934
70664	15	+	766699	766721	YOR227W	3'UTR	1198.71195
41502	10	-	50593	50614	YJL204C	3'UTR	1197.7643
70259	15	+	663615	663638	YOR176W	3'UTR	1196.9914
77328	16	+	525013	525041	YPL016W	3'UTR	1194.88465
68086	15	+	101013	101035	YOL116W	3'UTR	1194.64655
57876	13	+	634492	634515	YMR186W	3'UTR	1193.5114
35970	8	-	413825	413849	YHR158C	CDS	1193.4405
10297	4	+	472998	473010	YDR012W	3'UTR	1189.5699
44910	11	+	280976	281005	YKL083W	CDS	1189.39085
50605	12	+	730396	730426	YLR300W	3'UTR	1188.31775
55048	12	-	899492	899516	YLR389C	3'UTR	1187.9697
81613	16	-	837737	837760	YPR156C	3'UTR	1183.7096
24885	7	+	25469	25494	YGL253W	3'UTR	1179.96685
24172	6	-	62940	62964	YFL034C-B	3'UTR	1179.271
78873	16	+	917007	917030	YPR189W	3'UTR	1178.89825
62292	14	+	27034	27055	YNL327W	CDS	1176.8369
79409	16	-	185073	185097	YPL190C	3'UTR	1175.9257
25901	7	+	274404	274428	YGL125W	3'UTR	1174.892
50776	12	+	790348	790375	YLR332W	5'UTR	1174.81685
42110	10	-	185491	185519	YJL125C	3'UTR	1173.09455
17224	4	-	905276	905303	YDR219C	3'UTR	1170.5907
24229	6	-	74563	74588	YFL033C	5'UTR	1169.09555
47635	11	-	398960	398980	YKL020C	CDS	1168.42635
63261	14	+	285986	286005	YNL189W	3'UTR	1165.30075
32020	7	-	970582	970612	YGR240C	3'UTR	1161.5411
66049	14	-	266616	266634	YNL198C	CDS	1161.36495
17453	4	-	977451	977475	YDR261C	3'UTR	1161.1389
33645	8	+	330069	330098	YHR108W	3'UTR	1160.76545
22105	5	-	246544	246566	YER047C	5'UTR	1160.5495
51833	12	+	1051907	1051925	YLR454W	3'UTR	1160.373
49729	12	+	507622	507656	YLR175W	3'UTR	1158.9203
34522	8	+	518814	518830	YHR208W	3'UTR	1158.44825
63226	14	+	283183	283212	YNL190W	3'UTR	1158.28925
4654	2	-	296306	296324	YBR029C	3'UTR	1157.80745
4186	2	-	153703	153723	YBL035C	5'UTR	1156.24285
71880	15	-	45894	45917	YOL148C	CDS	1155.88485
56861	13	+	386027	386046	YMR054W	3'UTR	1154.9248
15824	4	-	482295	482321	YDR017C	5'UTR	1154.7662
51420	12	+	941035	941058	YLR410W	3'UTR	1152.5429
26592	7	+	436481	436503	YGL033W	3'UTR	1151.3473
13004	4	+	1254604	1254636	YDR389W	3'UTR	1150.73375
20583	5	+	327496	327524	YER084W-A	5'UTR	1149.29335
62293	14	+	27083	27104	YNL327W	CDS	1149.0321
65338	14	-	56163	56180	YNL307C	3'UTR	1148.9594
19160	4	-	1486797	1486824	YDR523C	CDS	1148.5464
4531	2	-	267634	267658	YBR015C	3'UTR	1147.2428
40893	10	+	603141	603164	YJR092W	3'UTR	1144.7601
59045	13	-	28095	28124	YML120C	3'UTR	1142.91325
54209	12	-	663255	663279	YLR259C	3'UTR	1140.21805
56235	13	+	226712	226744	YML024W	3'UTR	1138.8288
51088	12	+	852074	852103	YLR362W	3'UTR	1138.34875
63792	14	+	409966	409997	YNL116W	3'UTR	1137.6284
32185	7	-	1007625	1007648	YGR258C	3'UTR	1135.6948
41529	10	-	53845	53872	YJL202C	3'UTR	1134.43905
5729	2	-	541167	541187	YBR150C	3'UTR	1134.1922
33056	8	+	183813	183836	YHR037W	3'UTR	1132.2262
52090	12	-	63713	63739	YLL040C	5'UTR	1130.69515
73487	15	-	539717	539726	YOR116C	3'UTR	1129.1343
43961	11	+	42212	42235	YKL210W	CDS	1128.15415
58418	13	+	752924	752947	YMR241W	3'UTR	1127.90245
32687	8	+	59047	59076	YHL024W	3'UTR	1127.14235
26459	7	+	394684	394707	YGL058W	3'UTR	1125.77075
42283	10	-	234215	234240	YJL101C	3'UTR	1125.01675
39553	10	+	222652	222678	YJL106W	CDS	1124.9832
34592	8	-	25853	25874	YHL037C	CDS	1123.0629
70767	15	+	784143	784163	YOR238W	CDS	1122.3558
79551	16	-	224273	224299	YPL172C	3'UTR	1121.96655
15836	4	-	484025	484052	YDR019C	3'UTR	1121.5271
65602	14	-	144132	144163	YNL265C	3'UTR	1121.2226
54311	12	-	694989	695033	YLR276C	3'UTR	1120.59215
49613	12	+	429400	429422	YLR143W	3'UTR	1115.9079
2761	2	+	568818	568841	YBR165W	5'UTR	1114.9641
78535	16	+	829869	829890	YPR149W	5'UTR	1114.9399
35718	8	-	297318	297349	YHR097C	3'UTR	1114.9392
48320	11	-	578192	578212	YKR073C	CDS	1114.6317
11285	4	+	769959	769994	YDR157W	CDS	1114.55685
38669	9	-	308504	308522	YIL025C	CDS	1113.60275
2014	2	+	320361	320382	YBR041W	3'UTR	1113.35725
82009	mt	+	23667	23688	Q0070	3'UTR	1113.08875
72955	15	-	383943	383968	YOR028C	CDS	1110.35195
51403	12	+	933819	933850	YLR407W	3'UTR	1109.58065
77918	16	+	680840	680867	YPR065W	3'UTR	1108.4161
8535	3	-	250320	250344	YCR077C	CDS	1107.2128
30025	7	-	366641	366664	YGL075C	3'UTR	1105.68615
36519	9	+	125827	125874	YIL125W	3'UTR	1105.11695
9094	4	+	141152	141181	YDL178W	3'UTR	1103.39005
61048	13	-	583933	583957	YMR162C	5'UTR	1102.6194
39079	10	+	56189	56214	YJL201W	3'UTR	1102.05835
5884	2	-	579093	579116	YBR172C	3'UTR	1100.80525
37613	9	-	51566	51596	YIL155C	3'UTR	1098.8319
59863	13	-	256028	256049	YML006C	3'UTR	1098.62015
77064	16	+	434174	434197	YPL061W	3'UTR	1098.13635
57541	13	+	552927	552949	YMR143W	3'UTR	1097.81095
64838	14	+	653224	653248	YNR014W	3'UTR	1094.3785
36094	8	-	476183	476207	YHR186C	CDS	1094.29685
50170	12	+	622832	622856	YLR241W	3'UTR	1093.676
49631	12	+	437447	437468	YLR148W	3'UTR	1093.2099
52233	12	-	105513	105538	YLL020C	3'UTR	1092.95435
56714	13	+	327300	327325	YMR027W	3'UTR	1090.70845
77542	16	+	584349	584376	YPR012W	CDS	1090.3038
80940	16	-	592192	592214	YPR016C	3'UTR	1089.9999
40510	10	+	470191	470218	YJR022W	3'UTR	1089.9953
40604	10	+	526782	526806	YJR048W	3'UTR	1089.35915
54433	12	-	712403	712424	YLR287C-A	3'UTR	1089.2068
2045	2	+	338196	338215	YBR051W	CDS	1089.04465
61783	13	-	790150	790172	YMR261C	3'UTR	1087.4064
22753	5	-	390398	390418	YER114C	3'UTR	1087.3045
6710	2	-	800141	800164	YBR296C-A	CDS	1086.758
50222	12	+	636100	636129	YLR248W	3'UTR	1086.5805
54091	12	-	604862	604890	YLR229C	5'UTR	1086.15255
56541	13	+	289352	289372	YMR011W	CDS	1085.6861
5471	2	-	484706	484731	YBR123C	3'UTR	1084.06825
77475	16	+	555736	555762	YPL001W	3'UTR	1083.8458
61305	13	-	671849	671877	YMR205C	3'UTR	1083.5513
43241	10	-	519508	519532	YJR045C	3'UTR	1082.87395
51613	12	+	993360	993386	YLR430W	5'UTR	1082.85865
46708	11	-	110436	110459	YKL179C	3'UTR	1082.26855
210	1	+	73326	73350	YAL038W	3'UTR	1081.4986
23943	6	+	234268	234292	YFR040W	CDS	1080.62585
27548	7	+	669997	670029	YGR092W	3'UTR	1080.1229
28967	7	+	1057276	1057302	YGR281W	3'UTR	1079.1162
1987	2	+	316631	316659	YBR039W	3'UTR	1078.68475
7791	3	-	58683	58708	YCL037C	5'UTR	1078.1747
40221	10	+	395631	395653	YJL025W	3'UTR	1075.218
69853	15	+	537049	537079	YOR113W	3'UTR	1074.92965
79147	16	-	90526	90540	YPL242C	3'UTR	1074.722
8534	3	-	250165	250190	YCR077C	3'UTR	1072.5299
17204	4	-	899522	899547	YDR217C	3'UTR	1072.52905
7559	3	+	286501	286518	YCR093W	3'UTR	1070.41665
28926	7	+	1037700	1037723	YGR271W	3'UTR	1069.62415
80387	16	-	445767	445794	YPL058C	3'UTR	1067.2857
9507	4	+	248356	248375	YDL117W	5'UTR	1066.754
12753	4	+	1191856	1191884	YDR358W	3'UTR	1066.7077
62524	14	+	91448	91470	YNL288W	3'UTR	1066.4915
68656	15	+	243071	243092	YOL045W	5'UTR	1066.417
66590	14	-	401082	401109	YNL120C	CDS	1066.30085
1829	2	+	256844	256867	YBR010W	3'UTR	1065.4441
60433	13	-	426569	426589	YMR080C	3'UTR	1064.83045
57369	13	+	520004	520026	YMR125W	CDS	1064.10675
81015	16	-	613284	613303	YPR025C	3'UTR	1060.6024
37294	9	+	347872	347898	YIL005W	3'UTR	1059.73545
81218	16	-	692700	692730	YPR074C	3'UTR	1059.2141
54047	12	-	588930	588955	YLR225C	5'UTR	1057.94365
64274	14	+	502908	502929	YNL066W	3'UTR	1056.5105
68144	15	+	110726	110752	YOL109W	3'UTR	1054.1068
11012	4	+	677931	677958	YDR110W	3'UTR	1052.511
73331	15	-	477146	477169	YOR081C	CDS	1052.39605
26090	7	+	316563	316587	YGL099W	3'UTR	1051.1658
48049	11	-	497540	497568	YKR029C	3'UTR	1050.81075
52817	12	-	241579	241598	YLR047C	5'UTR	1047.71175
11135	4	+	709260	709286	YDR127W	3'UTR	1047.62515
19019	4	-	1456148	1456172	YDR504C	3'UTR	1047.47885
27730	7	+	705144	705166	YGR108W	3'UTR	1047.3687
70106	15	+	624424	624453	YOR153W	3'UTR	1046.62125
21571	5	-	79598	79616	YEL039C	3'UTR	1046.263
26289	7	+	359230	359261	YGL080W	3'UTR	1043.7898
61051	13	-	584038	584063	YMR162C	5'UTR	1043.00445
16767	4	-	740408	740442	YDR142C	3'UTR	1042.34965
69850	15	+	536914	536946	YOR113W	3'UTR	1042.0605
9568	4	+	263304	263326	YDL112W	3'UTR	1039.3483
30076	7	-	394825	394848	YGL057C	3'UTR	1039.26715
26906	7	+	520893	520900	YGR014W	3'UTR	1037.0372
77578	16	+	599579	599607	YPR019W	3'UTR	1036.11
30001	7	-	364290	364323	YGL076C	3'UTR	1035.16685
71074	15	+	865631	865657	YOR291W	3'UTR	1034.0341
40105	10	+	368385	368410	YJL041W	3'UTR	1033.64655
21057	5	+	487202	487228	YER157W	3'UTR	1033.45615
61813	13	-	802722	802745	YMR268C	3'UTR	1031.58755
6819	3	+	50812	50836	YCL042W	CDS	1031.2788
13175	4	+	1283879	1283905	YDR406W-A	CDS	1031.1565
81668	16	-	868562	868584	YPR163C	3'UTR	1030.98185
44717	11	+	234088	234118	YKL109W	3'UTR	1030.1238
14147	4	-	54364	54384	YDL224C	3'UTR	1029.7806
68849	15	+	287984	288005	YOL020W	3'UTR	1029.75995
4257	2	-	174829	174850	YBL023C	3'UTR	1029.72645
61640	13	-	763326	763342	YMR247C	3'UTR	1028.6042
64967	14	+	680572	680592	YNR030W	3'UTR	1028.505
51230	12	+	879546	879572	YLR380W	3'UTR	1027.02975
64459	14	+	545923	545946	YNL044W	3'UTR	1024.9659
78972	16	-	44255	44277	YPL264C	CDS	1023.7493
25779	7	+	248352	248371	YGL139W	3'UTR	1022.50215
47117	11	-	222984	223013	YKL115C	CDS	1022.4398
63073	14	+	244203	244226	YNL216W	3'UTR	1022.31435
14649	4	-	172103	172123	YDL160C	5'UTR	1021.8264
49348	12	+	336042	336063	YLR096W	3'UTR	1021.1922
13410	4	+	1340781	1340807	YDR439W	3'UTR	1018.9811
75257	15	-	1019951	1019981	YOR363C	3'UTR	1018.23615
33545	8	+	314752	314772	YHR099W	3'UTR	1017.97305
20609	5	+	330213	330234	YER086W	3'UTR	1017.5024
56792	13	+	353546	353567	YMR043W	5'UTR	1017.2669
11922	4	+	921780	921801	YDR227W	3'UTR	1016.0768
7248	3	+	216634	216645	YCR052W	3'UTR	1015.04125
12122	4	+	957647	957671	YDR247W	3'UTR	1013.94845
47212	11	-	247785	247805	YKL102C	3'UTR	1013.4295
68723	15	+	256633	256660	YOL036W	5'UTR	1010.43505
63876	14	+	429771	429798	YNL103W	3'UTR	1009.7883
3079	2	+	649878	649902	YBR212W	CDS	1009.203
7350	3	+	240049	240074	YCR069W	3'UTR	1008.78315
52294	12	-	121889	121911	YLL013C	3'UTR	1008.44145
10410	4	+	509301	509309	YDR033W	3'UTR	1007.8228
50521	12	+	693959	693985	YLR274W	3'UTR	1007.7925
29556	7	-	221018	221043	YGL150C	3'UTR	1007.70045
80386	16	-	445743	445762	YPL058C	3'UTR	1007.57725
33033	8	+	181280	181301	YHR036W	CDS	1007.0364
74483	15	-	822554	822577	YOR267C	3'UTR	1006.35545
37185	9	+	317975	318005	YIL018W	3'UTR	1006.28305
79718	16	-	256843	256869	YPL156C	5'UTR	1005.4551
24605	6	-	220438	220460	YFR031C-A	3'UTR	1005.1457
31799	7	-	908874	908894	YGR204C-A	3'UTR	1003.6862
8748	4	+	53997	54027	YDL225W	CDS	1002.19365
25906	7	+	274694	274726	YGL125W	3'UTR	1001.8303
16513	4	-	666327	666348	YDR105C	CDS	1001.62495
44322	11	+	130314	130343	YKL171W	3'UTR	994.1814
18787	4	-	1407410	1407434	YDR475C	3'UTR	993.9068
10409	4	+	509251	509278	YDR033W	3'UTR	993.77455
66467	14	-	364111	364132	YNL139C	CDS	993.4585
20818	5	+	412627	412648	YER125W	3'UTR	992.79135
6095	2	-	642268	642304	YBR208C	5'UTR	992.71685
75921	16	+	138291	138317	YPL219W	3'UTR	992.17195
47694	11	-	411921	411946	YKL014C	CDS	991.6053
34158	8	+	451032	451054	YHR172W	3'UTR	991.46
24176	6	-	63115	63143	YFL034C-B	CDS	990.89785
8260	3	-	163987	164007	YCR026C	3'UTR	989.77935
70481	15	+	725166	725192	YOR204W	3'UTR	989.6925
30666	7	-	558888	558909	YGR036C	5'UTR	989.68275
50796	12	+	791839	791859	YLR332W	3'UTR	988.0485
79586	16	-	233055	233074	YPL167C	CDS	987.7741
53381	12	-	386246	386266	YLR120C	3'UTR	987.4175
48338	11	-	586725	586742	YKR079C	3'UTR	987.03265
28728	7	+	977664	977683	YGR243W	CDS	986.65855
57877	13	+	634518	634535	YMR186W	3'UTR	985.60075
62327	14	+	37363	37383	YNL321W	CDS	985.4314
59324	13	-	97804	97832	YML085C	3'UTR	983.2897
79148	16	-	90554	90573	YPL242C	3'UTR	983.1992
50223	12	+	636144	636160	YLR248W	3'UTR	982.8159
69988	15	+	581473	581501	YOR136W	3'UTR	982.2002
31570	7	-	858969	858993	YGR183C	3'UTR	980.2216
17183	4	-	864935	864956	YDR207C	3'UTR	979.0246
61300	13	-	671614	671636	YMR205C	3'UTR	978.6346
59997	13	-	300750	300777	YMR015C	3'UTR	977.73055
62451	14	+	71467	71491	YNL298W	3'UTR	977.65295
20981	5	+	455086	455123	YER141W	3'UTR	977.4403
20748	5	+	397667	397690	YER117W	3'UTR	976.95335
2133	2	+	386001	386023	YBR073W	3'UTR	976.935
44594	11	+	212371	212414	YKL123W	CDS	976.6874
80323	16	-	407781	407809	YPL078C	3'UTR	976.05285
25539	7	+	184056	184077	YGL171W	CDS	975.28415
68631	15	+	238307	238318	YOL051W	3'UTR	973.9873
49098	12	+	255029	255055	YLR056W	3'UTR	972.17905
81807	16	-	924192	924216	YPR194C	3'UTR	971.4972
25700	7	+	220975	220998	YGL151W	3'UTR	969.47665
16876	4	-	768450	768473	YDR154C	CDS	968.76625
66592	14	-	402754	402781	YNL118C	CDS	968.7299
56379	13	+	255852	255877	YML007W	3'UTR	968.11385
68498	15	+	213797	213825	YOL061W	3'UTR	968.03445
70126	15	+	626601	626625	YOR154W	3'UTR	967.87425
7351	3	+	240076	240095	YCR069W	3'UTR	966.7783
16695	4	-	720893	720918	YDR133C	3'UTR	963.8137
40106	10	+	368423	368445	YJL041W	3'UTR	962.0942
79657	16	-	244235	244261	YPL161C	3'UTR	961.3422
55193	12	-	932222	932247	YLR406C-A	CDS	959.81355
15244	4	-	338204	338229	YDL063C	3'UTR	959.80065
59796	13	-	239412	239431	YML016C	3'UTR	958.6627
42383	10	-	264376	264399	YJL090C	CDS	958.2675
19304	5	+	17914	17935	YEL071W	3'UTR	955.7015
21904	5	-	207577	207606	YER026C	3'UTR	955.4903
71087	15	+	867960	867980	YOR293W	3'UTR	955.4559
8558	3	-	260251	260278	YCR084C	3'UTR	954.28385
40206	10	+	393665	393693	YJL026W	3'UTR	953.6987
6031	2	-	613973	613997	YBR196C-A	3'UTR	952.60315
31567	7	-	858799	858824	YGR182C	CDS	951.5899
72231	15	-	139199	139220	YOL095C	3'UTR	951.55955
78533	16	+	829776	829797	YPR149W	5'UTR	951.5524
69109	15	+	353875	353898	YOR011W	3'UTR	951.48285
46314	11	+	630393	630416	YKR096W	3'UTR	950.66835
80034	16	-	331900	331928	YPL115C	3'UTR	950.07775
38424	9	-	251996	252024	YIL055C	3'UTR	947.1854
66472	14	-	364869	364890	YNL139C	CDS	946.29595
22837	5	-	402850	402868	YER122C	3'UTR	946.23365
7084	3	+	139115	139136	YCR012W	3'UTR	946.18135
5019	2	-	373679	373712	YBR068C	3'UTR	946.0596
50799	12	+	791959	791980	YLR332W	3'UTR	945.197
9030	4	+	130053	130074	YDL185W	3'UTR	945.1398
19641	5	+	107968	107992	YEL024W	3'UTR	944.6914
68905	15	+	300735	300760	YOL013W-B	CDS	944.47605
20911	5	+	434128	434152	YER133W	3'UTR	943.93215
46175	11	+	596313	596340	YKR082W	3'UTR	943.03575
9761	4	+	309453	309477	YDL082W	3'UTR	942.4656
61148	13	-	603670	603693	YMR171C	3'UTR	939.9733
47023	11	-	191635	191660	YKL133C	3'UTR	938.3519
80786	16	-	550606	550630	YPL004C	3'UTR	938.0387
71799	15	+	1077831	1077853	YOR390W	CDS	937.58455
34052	8	+	413558	413583	YHR157W	3'UTR	936.44865
37849	9	-	98486	98511	YIL133C	3'UTR	936.1293
46850	11	-	141671	141723	YKL164C	3'UTR	935.77995
46675	11	-	89241	89261	YKL187C	3'UTR	934.68885
56534	13	+	289041	289056	YMR011W	CDS	934.61465
69944	15	+	577709	577722	YOR133W	3'UTR	934.30395
39231	10	+	91660	91683	YJL177W	3'UTR	933.9366
79612	16	-	239112	239136	YPL164C	3'UTR	933.91325
63721	14	+	389784	389810	YNL126W	3'UTR	933.4396
3948	2	-	96643	96665	YBL066C	3'UTR	933.35075
45149	11	+	320798	320822	YKL064W	3'UTR	931.75995
12120	4	+	957574	957600	YDR247W	3'UTR	931.75145
62160	13	-	892937	892958	YMR309C	3'UTR	930.94015
6808	3	+	41876	41903	YCL048W	5'UTR	930.9116
79945	16	-	306339	306367	YPL128C	3'UTR	930.23565
23376	6	+	57722	57752	YFL037W	3'UTR	929.70305
56653	13	+	315013	315037	YMR019W	3'UTR	929.6656
16141	4	-	561229	561261	YDR054C	3'UTR	929.20545
79842	16	-	283419	283441	YPL141C	3'UTR	928.063
47893	11	-	454294	454315	YKR009C	3'UTR	927.96055
47384	11	-	331474	331501	YKL057C	CDS	927.72025
60478	13	-	431371	431395	YMR082C	3'UTR	927.67115
1966	2	+	314817	314841	YBR038W	3'UTR	926.97845
51732	12	+	1029962	1029990	YLR448W	3'UTR	926.7211
41275	10	+	698210	698236	YJR142W	3'UTR	926.16535
42449	10	-	285524	285548	YJL080C	3'UTR	925.7872
78639	16	+	859931	859953	YPR159W	3'UTR	925.57505
52959	12	-	275617	275642	YLR071C	CDS	924.83765
35312	8	-	193567	193587	YHR043C	5'UTR	923.75935
23766	6	+	166572	166596	YFR010W	3'UTR	922.6569
40854	10	+	586492	586519	YJR087W	CDS	920.8287
76927	16	+	415557	415575	YPL075W	3'UTR	920.20955
6807	3	+	41844	41859	YCL048W	5'UTR	919.3748
65270	14	-	39075	39099	YNL318C	CDS	918.9971
43506	10	-	613062	613083	YJR098C	3'UTR	918.7845
54490	12	-	720703	720726	YLR293C	3'UTR	917.57665
79674	16	-	250669	250700	YPL159C	3'UTR	915.42365
3621	2	-	14192	14215	YBL105C	3'UTR	915.0868
54235	12	-	668650	668672	YLR262C	CDS	914.5542
75446	16	+	26079	26107	YPL273W	3'UTR	914.39765
68065	15	+	89528	89548	YOL123W	3'UTR	914.19305
53685	12	-	495806	495828	YLR166C	CDS	913.60945
60743	13	-	492314	492336	YMR111C	3'UTR	911.65885
57057	13	+	426256	426276	YMR079W	3'UTR	911.4802
39589	10	+	233733	233751	YJL102W	CDS	911.24465
50798	12	+	791916	791940	YLR332W	3'UTR	910.66205
46376	11	-	3302	3325	YKL222C	3'UTR	910.62495
66418	14	-	352279	352298	YNL146C-A	5'UTR	910.24065
28840	7	+	1014149	1014169	YGR260W	3'UTR	909.2024
56970	13	+	403798	403820	YMR066W	CDS	908.63955
69497	15	+	451399	451423	YOR066W	3'UTR	908.55925
50564	12	+	723933	723957	YLR297W	5'UTR	907.86415
7648	3	-	23917	23944	YCL058C	CDS	906.3305
26045	7	+	308609	308639	YGL105W	3'UTR	905.95445
69708	15	+	516395	516416	YOR102W	5'UTR	903.66535
52235	12	-	105595	105622	YLL020C	CDS	903.3936
40312	10	+	431329	431350	YJL005W	3'UTR	902.15885
40207	10	+	393708	393721	YJL026W	3'UTR	901.4775
23973	6	+	237320	237346	YFR040W	3'UTR	900.7487
21026	5	+	468901	468929	YER150W	3'UTR	900.2627
65897	14	-	224761	224782	YNL224C	3'UTR	897.8562
12391	4	+	1067464	1067486	YDR301W	3'UTR	897.3923
61363	13	-	686584	686607	YMR209C	CDS	896.1139
79831	16	-	279873	279894	YPL145C	5'UTR	895.01805
68884	15	+	294721	294745	YOL017W	3'UTR	893.42575
51068	12	+	845785	845810	YLR359W	3'UTR	893.35625
53484	12	-	404468	404491	YLR131C	3'UTR	892.0102
41603	10	-	76613	76636	YJL187C	3'UTR	891.87845
4401	2	-	238882	238908	YBR001C	3'UTR	891.77985
36321	9	+	78034	78054	YIL144W	5'UTR	890.6583
56498	13	+	285003	285028	YMR010W	5'UTR	890.1439
71395	15	+	953953	953972	YOR336W	3'UTR	889.70535
15698	4	-	433207	433227	YDL009C	CDS	888.8516
56652	13	+	314962	314982	YMR019W	CDS	888.75255
21414	5	-	39992	40017	YEL060C	3'UTR	888.1309
25775	7	+	248148	248174	YGL139W	3'UTR	887.94385
18384	4	-	1254901	1254922	YDR390C	3'UTR	887.24415
37130	9	+	294671	294699	YIL031W	CDS	887.113
74136	15	-	729851	729874	YOR207C	3'UTR	886.5708
49437	12	+	380671	380696	YLR115W	3'UTR	886.19395
22708	5	-	383150	383171	YER111C	CDS	886.12815
1165	2	+	44126	44150	YBL095W	3'UTR	885.8879
10183	4	+	447954	447980	YDL001W	5'UTR	885.76445
32479	7	-	1073856	1073878	YGR289C	3'UTR	885.1786
59998	13	-	300815	300842	YMR015C	3'UTR	885.17015
