id	chr	strand	start	stop	gene	region	WT avg
12177	4	+	966365	966384	YDR254W	CDS	172.3293
12178	4	+	966391	966411	YDR254W	CDS	5.27125
12179	4	+	966512	966534	YDR254W	3'UTR	61.9814
12180	4	+	992868	992895	tG(GCC)D2	tRNA	#DIV/0!
12181	4	+	993104	993129	YDR262W	5'UTR	8.382
12182	4	+	993159	993177	YDR262W	CDS	10.511
12183	4	+	993219	993242	YDR262W	CDS	226.36295
12184	4	+	993310	993332	YDR262W	CDS	61.26755
12185	4	+	993419	993442	YDR262W	CDS	9.59055
12186	4	+	993598	993616	YDR262W	CDS	2.3517
12187	4	+	993672	993702	YDR262W	CDS	17.1212
12188	4	+	993816	993832	YDR262W	CDS	45.33575
12189	4	+	993914	993939	YDR262W	CDS	0
12190	4	+	993962	993982	YDR262W	3'UTR	2.3517
12191	4	+	994016	994037	YDR262W	3'UTR	128.00345
12192	4	+	994064	994087	YDR262W	3'UTR	176.55455
12193	4	+	998894	998912	YDR265W	CDS	12.5772
12194	4	+	998969	998988	YDR265W	CDS	3.8546
12195	4	+	999119	999141	YDR265W	CDS	12.5772
12196	4	+	999224	999246	YDR265W	CDS	148.49895
12197	4	+	999296	999322	YDR265W	CDS	0
12198	4	+	999346	999364	YDR265W	CDS	46.2038
12199	4	+	999368	999389	YDR265W	CDS	0
12200	4	+	999406	999427	YDR265W	CDS	12.87905
12201	4	+	999476	999496	YDR265W	CDS	5.7827
12202	4	+	999581	999607	YDR265W	CDS	5.5688
12203	4	+	999759	999779	YDR265W	CDS	5.60065
12204	4	+	999880	999897	YDR265W	3'UTR	1.92805
12205	4	+	999911	999932	YDR265W	3'UTR	5.7842
12206	4	+	999997	1000022	YDR265W	3'UTR	566.64645
12207	4	+	1003973	1003998	YDR268W	5'UTR	51.79595
12208	4	+	1004453	1004474	YDR268W	CDS	27.61695
12209	4	+	1004554	1004579	YDR268W	CDS	92.79705
12210	4	+	1004658	1004678	YDR268W	CDS	20.88435
12211	4	+	1004938	1004955	YDR268W	CDS	1.06555
12212	4	+	1005146	1005169	YDR268W	3'UTR	0
12213	4	+	1005177	1005200	YDR268W	3'UTR	0
12214	4	+	1006104	1006124	YDR270W	CDS	15.42485
12215	4	+	1006191	1006214	YDR270W	CDS	31.45675
12216	4	+	1006303	1006323	YDR270W	CDS	0
12217	4	+	1006356	1006383	YDR270W	CDS	13.2213
12218	4	+	1006448	1006466	YDR270W	CDS	70.6958
12219	4	+	1006809	1006829	YDR270W	CDS	25.16785
12220	4	+	1006872	1006891	YDR270W	CDS	94.3703
12221	4	+	1007294	1007329	YDR270W	CDS	7.71545
12222	4	+	1008443	1008463	YDR270W	CDS	51.052
12223	4	+	1009043	1009061	YDR272W	CDS	8.1917
12224	4	+	1009104	1009127	YDR272W	CDS	0
12225	4	+	1009174	1009195	YDR272W	CDS	106.46595
12226	4	+	1009240	1009258	YDR272W	CDS	1.1365
12227	4	+	1009352	1009378	YDR272W	CDS	1.85365
12228	4	+	1009425	1009460	YDR272W	CDS	0.92685
12229	4	+	1009586	1009608	YDR272W	CDS	0
12230	4	+	1009646	1009668	YDR272W	CDS	0
12231	4	+	1009713	1009738	YDR272W	CDS	0
12232	4	+	1009849	1009873	YDR272W	3'UTR	316.0358
12233	4	+	1010118	1010142	YDR273W	5'UTR	3.15405
12234	4	+	1010215	1010235	YDR273W	CDS	47.7944
12235	4	+	1010242	1010261	YDR273W	CDS	83.73455
12236	4	+	1010326	1010345	YDR273W	CDS	76.65965
12237	4	+	1010470	1010496	YDR273W	CDS	3.15405
12238	4	+	1010522	1010548	YDR273W	CDS	162.5506
12239	4	+	1010681	1010712	YDR273W	CDS	22.31895
12240	4	+	1010817	1010838	YDR273W	CDS	113.2549
12241	4	+	1010995	1011012	YDR273W	CDS	62.3958
12242	4	+	1011167	1011189	YDR273W	CDS	15.7652
12243	4	+	1012139	1012173	YDR275W	5'UTR	0.4142
12244	4	+	1012196	1012215	YDR275W	5'UTR	62.02415
12245	4	+	1012232	1012250	YDR275W	5'UTR	0.4142
12246	4	+	1012274	1012305	YDR275W	CDS	0
12247	4	+	1012362	1012389	YDR275W	CDS	10.77075
12248	4	+	1012498	1012517	YDR275W	CDS	2.07035
12249	4	+	1012534	1012548	YDR275W	CDS	0.3376
12250	4	+	1012570	1012588	YDR275W	CDS	9.11955
12251	4	+	1012708	1012732	YDR275W	CDS	9.42945
12252	4	+	1012756	1012775	YDR275W	CDS	0.82805
12253	4	+	1013020	1013042	YDR275W	3'UTR	100.85745
12254	4	+	1013073	1013103	YDR275W	3'UTR	0.4142
12255	4	+	1013113	1013142	YDR275W	3'UTR	3.34975
12256	4	+	1013289	1013314	YDR275W	3'UTR	16.07975
12257	4	+	1019302	1019323	YDR279W	5'UTR	258.16635
12258	4	+	1019433	1019456	YDR279W	CDS	189.309
12259	4	+	1019461	1019488	YDR279W	CDS	49.9767
12260	4	+	1019556	1019577	YDR279W	CDS	2.6458
12261	4	+	1019591	1019609	YDR279W	CDS	95.00105
12262	4	+	1019622	1019640	YDR279W	CDS	56.86285
12263	4	+	1019684	1019697	YDR279W	CDS	0
12264	4	+	1019712	1019737	YDR279W	CDS	0
12265	4	+	1020045	1020064	YDR279W	CDS	38.948
12266	4	+	1020143	1020173	YDR279W	CDS	121.14685
12267	4	+	1020352	1020374	YDR279W	CDS	15.5688
12268	4	+	1020623	1020635	YDR280W	5'UTR	264.12185
12269	4	+	1020648	1020676	YDR280W	5'UTR	401.2591
12270	4	+	1020722	1020741	YDR280W	5'UTR	1.28705
12271	4	+	1020764	1020794	YDR280W	CDS	1.28705
12272	4	+	1020923	1020943	YDR280W	CDS	6.29765
12273	4	+	1021014	1021045	YDR280W	CDS	4.1984
12274	4	+	1021101	1021131	YDR280W	CDS	5.2475
12275	4	+	1021152	1021190	YDR280W	CDS	0
12276	4	+	1021334	1021359	YDR280W	CDS	229.59065
12277	4	+	1021385	1021409	YDR280W	CDS	2.57315
12278	4	+	1021440	1021460	YDR280W	CDS	12.28235
12279	4	+	1021476	1021513	YDR280W	CDS	0
12280	4	+	1021713	1021737	YDR280W	3'UTR	2.36855
12281	4	+	1021752	1021773	YDR280W	3'UTR	2.57315
12282	4	+	1032541	1032562	YDR285W	CDS	0
12283	4	+	1032597	1032624	YDR285W	CDS	0
12284	4	+	1032953	1032974	YDR285W	CDS	35.2266
12285	4	+	1032983	1033000	YDR285W	CDS	122.12855
12286	4	+	1033893	1033919	YDR285W	CDS	0
12287	4	+	1033941	1033963	YDR285W	CDS	86.2088
12288	4	+	1033974	1033991	YDR285W	CDS	71.8395
12289	4	+	1034065	1034082	YDR285W	CDS	17.6133
12290	4	+	1034134	1034154	YDR285W	CDS	0
12291	4	+	1034173	1034194	YDR285W	CDS	42.4355
12292	4	+	1034694	1034718	YDR285W	CDS	156.77985
12293	4	+	1034746	1034769	YDR285W	CDS	109.5823
12294	4	+	1034845	1034862	YDR285W	CDS	0
12295	4	+	1034869	1034892	YDR285W	CDS	284.70325
12296	4	+	1034907	1034937	YDR285W	CDS	32.95995
12297	4	+	1034945	1034968	YDR285W	CDS	0
12298	4	+	1034973	1034992	YDR285W	CDS	135.8047
12299	4	+	1036086	1036108	YDR287W	CDS	0
12300	4	+	1036142	1036171	YDR287W	CDS	0
12301	4	+	1036189	1036206	YDR287W	CDS	0
12302	4	+	1036287	1036308	YDR287W	CDS	87.84365
12303	4	+	1036369	1036399	YDR287W	CDS	139.7684
12304	4	+	1036471	1036492	YDR287W	CDS	0
12305	4	+	1036545	1036568	YDR287W	CDS	91.1183
12306	4	+	1036759	1036778	YDR287W	CDS	1.6789
12307	4	+	1036926	1036947	YDR287W	3'UTR	0
12308	4	+	1037225	1037245	YDR288W	CDS	0
12309	4	+	1037426	1037446	YDR288W	CDS	0
12310	4	+	1037464	1037484	YDR288W	CDS	18.518
12311	4	+	1037512	1037530	YDR288W	CDS	28.072
12312	4	+	1037672	1037701	YDR288W	CDS	1.3085
12313	4	+	1037782	1037799	YDR288W	CDS	0
12314	4	+	1037863	1037891	YDR288W	CDS	0
12315	4	+	1039822	1039846	YDR291W	CDS	191.7713
12316	4	+	1039868	1039887	YDR291W	CDS	7.96305
12317	4	+	1040225	1040256	YDR291W	CDS	0
12318	4	+	1040408	1040435	YDR291W	CDS	164.94375
12319	4	+	1040438	1040458	YDR291W	CDS	0
12320	4	+	1040678	1040699	YDR291W	CDS	31.846
12321	4	+	1040715	1040745	YDR291W	CDS	12.98775
12322	4	+	1041091	1041108	YDR291W	CDS	84.4172
12323	4	+	1041225	1041248	YDR291W	CDS	87.1175
12324	4	+	1042263	1042283	YDR291W	CDS	50.416
12325	4	+	1042326	1042343	YDR291W	CDS	32.46625
12326	4	+	1042371	1042390	YDR291W	CDS	58.4417
12327	4	+	1042991	1043013	YDR291W	3'UTR	618.3056
12328	4	+	1043041	1043079	YDR291W	3'UTR	0
12329	4	+	1043118	1043137	YDR291W	3'UTR	106.67115
12330	4	+	1055218	1055236	YDR296W	CDS	53.76425
12331	4	+	1055319	1055346	YDR296W	CDS	225.95275
12332	4	+	1055440	1055454	YDR296W	CDS	6.15535
12333	4	+	1055467	1055488	YDR296W	CDS	9.5593
12334	4	+	1055693	1055713	YDR296W	CDS	6.10935
12335	4	+	1055925	1055944	YDR296W	3'UTR	8.86595
12336	4	+	1056596	1056620	YDR297W	CDS	10.627
12337	4	+	1056651	1056673	YDR297W	CDS	0
12338	4	+	1056772	1056798	YDR297W	CDS	0
12339	4	+	1056856	1056876	YDR297W	CDS	63.64315
12340	4	+	1056983	1057009	YDR297W	CDS	39.55285
12341	4	+	1057055	1057074	YDR297W	CDS	15.4379
12342	4	+	1057105	1057124	YDR297W	CDS	0
12343	4	+	1057159	1057179	YDR297W	CDS	15.20995
12344	4	+	1057218	1057218	YDR297W	CDS	0
12345	4	+	1057250	1057270	YDR297W	CDS	206.6576
12346	4	+	1057401	1057420	YDR297W	CDS	107.8634
12347	4	+	1057436	1057451	YDR297W	CDS	88.9308
12348	4	+	1057541	1057558	YDR297W	CDS	50.95195
12349	4	+	1057620	1057642	YDR297W	3'UTR	0
12350	4	+	1057663	1057691	YDR297W	3'UTR	777.998
12351	4	+	1057729	1057752	YDR297W	3'UTR	1.64995
12352	4	+	1059594	1059614	YDR299W	5'UTR	1.92585
12353	4	+	1059712	1059731	YDR299W	CDS	100.3273
12354	4	+	1059855	1059878	YDR299W	CDS	0
12355	4	+	1060153	1060171	YDR299W	CDS	0
12356	4	+	1060204	1060240	YDR299W	CDS	0
12357	4	+	1060280	1060300	YDR299W	CDS	0
12358	4	+	1060327	1060348	YDR299W	CDS	104.12905
12359	4	+	1060383	1060400	YDR299W	CDS	10.9931
12360	4	+	1060420	1060457	YDR299W	CDS	0
12361	4	+	1060551	1060574	YDR299W	CDS	158.6293
12362	4	+	1060824	1060853	YDR299W	CDS	3.85025
12363	4	+	1060933	1060955	YDR299W	CDS	143.79205
12364	4	+	1061010	1061034	YDR299W	CDS	25.68035
12365	4	+	1061170	1061192	YDR299W	CDS	0
12366	4	+	1061253	1061271	YDR299W	3'UTR	151.38345
12367	4	+	1061293	1061313	YDR299W	3'UTR	6.2822
12368	4	+	1063404	1063423	YDR301W	CDS	240.3969
12369	4	+	1063535	1063565	YDR301W	CDS	0
12370	4	+	1063599	1063617	YDR301W	CDS	207.29315
12371	4	+	1064008	1064028	YDR301W	CDS	149.05275
12372	4	+	1064067	1064099	YDR301W	CDS	42.38785
12373	4	+	1064102	1064124	YDR301W	CDS	65.09505
12374	4	+	1064285	1064302	YDR301W	CDS	50.87035
12375	4	+	1064326	1064349	YDR301W	CDS	131.8997
12376	4	+	1064461	1064481	YDR301W	CDS	505.6359
12377	4	+	1064588	1064610	YDR301W	CDS	96.26835
12378	4	+	1064935	1064956	YDR301W	CDS	20.7931
12379	4	+	1065156	1065177	YDR301W	CDS	250.51535
12380	4	+	1065252	1065277	YDR301W	CDS	232.57695
12381	4	+	1065294	1065313	YDR301W	CDS	215.78375
12382	4	+	1065507	1065529	YDR301W	CDS	0
12383	4	+	1065564	1065589	YDR301W	CDS	172.1199
12384	4	+	1065956	1065976	YDR301W	CDS	103.9247
12385	4	+	1066115	1066137	YDR301W	CDS	49.0953
12386	4	+	1066216	1066240	YDR301W	CDS	0
12387	4	+	1066327	1066349	YDR301W	CDS	198.45075
12388	4	+	1066418	1066440	YDR301W	CDS	234.49105
12389	4	+	1066490	1066520	YDR301W	CDS	0
12390	4	+	1067164	1067182	YDR301W	CDS	213.8615
12391	4	+	1067464	1067486	YDR301W	3'UTR	897.3923
12392	4	+	1067507	1067527	YDR301W	3'UTR	88.6039
12393	4	+	1067763	1067784	YDR302W	CDS	1.539
12394	4	+	1067788	1067815	YDR302W	CDS	11.2949
12395	4	+	1067878	1067895	YDR302W	CDS	110.4718
12396	4	+	1067923	1067942	YDR302W	CDS	154.15485
12397	4	+	1067989	1068007	YDR302W	CDS	85.5789
12398	4	+	1068099	1068119	YDR302W	CDS	137.3868
12399	4	+	1068134	1068151	YDR302W	CDS	67.52495
12400	4	+	1068170	1068189	YDR302W	CDS	1.1285
12401	4	+	1068214	1068232	YDR302W	CDS	0
12402	4	+	1068237	1068255	YDR302W	CDS	9.2316
12403	4	+	1068409	1068432	YDR302W	3'UTR	21.45405
12404	4	+	1075913	1075930	YDR307W	CDS	60.9201
12405	4	+	1075980	1076006	YDR307W	CDS	180.24545
12406	4	+	1076061	1076080	YDR307W	CDS	50.2523
12407	4	+	1076238	1076263	YDR307W	CDS	37.83625
12408	4	+	1076270	1076291	YDR307W	CDS	5.15545
12409	4	+	1076426	1076446	YDR307W	CDS	132.12265
12410	4	+	1076453	1076473	YDR307W	CDS	96.97165
12411	4	+	1076552	1076572	YDR307W	CDS	62.7048
12412	4	+	1076575	1076598	YDR307W	CDS	5.15545
12413	4	+	1076666	1076685	YDR307W	CDS	25.7731
12414	4	+	1076887	1076907	YDR307W	CDS	92.3476
12415	4	+	1077315	1077342	YDR307W	CDS	5.15545
12416	4	+	1077396	1077416	YDR307W	CDS	187.1491
12417	4	+	1077419	1077443	YDR307W	CDS	437.6521
12418	4	+	1077455	1077465	YDR307W	CDS	203.954
12419	4	+	1077666	1077688	YDR307W	CDS	53.79745
12420	4	+	1077729	1077756	YDR307W	CDS	271.7453
12421	4	+	1077876	1077895	YDR307W	3'UTR	4.3807
12422	4	+	1077925	1077954	YDR307W	3'UTR	0
12423	4	+	1085256	1085276	YDR311W	CDS	3.78535
12424	4	+	1085371	1085392	YDR311W	CDS	119.66525
12425	4	+	1085490	1085508	YDR311W	CDS	18.5216
12426	4	+	1085578	1085600	YDR311W	CDS	54.10545
12427	4	+	1085726	1085745	YDR311W	CDS	208.41945
12428	4	+	1086000	1086032	YDR311W	CDS	0
12429	4	+	1086262	1086282	YDR311W	CDS	127.09295
12430	4	+	1086697	1086719	YDR311W	CDS	0
12431	4	+	1086751	1086770	YDR311W	CDS	175.0484
12432	4	+	1086797	1086821	YDR311W	CDS	357.9891
12433	4	+	1086924	1086948	YDR311W	CDS	0
12434	4	+	1087027	1087047	YDR311W	3'UTR	623.0455
12435	4	+	1087064	1087082	YDR311W	3'UTR	849.98065
12436	4	+	1087641	1087670	YDR312W	CDS	5.57915
12437	4	+	1087687	1087709	YDR312W	CDS	89.86795
12438	4	+	1087794	1087831	YDR312W	CDS	0
12439	4	+	1087917	1087951	YDR312W	CDS	0
12440	4	+	1088131	1088152	YDR312W	CDS	22.30785
12441	4	+	1088231	1088268	YDR312W	CDS	5.57915
12442	4	+	1088301	1088327	YDR312W	CDS	0
12443	4	+	1088406	1088425	YDR312W	CDS	13.6472
12444	4	+	1088432	1088451	YDR312W	CDS	0
12445	4	+	1088531	1088548	YDR312W	CDS	9.0996
12446	4	+	1088908	1088928	YDR312W	CDS	48.57955
12447	4	+	1088972	1088991	YDR312W	3'UTR	95.69295
12448	4	+	1093791	1093808	YDR316W	CDS	23.6302
12449	4	+	1093853	1093883	YDR316W	CDS	74.4648
12450	4	+	1093952	1093981	YDR316W	CDS	0
12451	4	+	1094062	1094088	YDR316W	CDS	0
12452	4	+	1094122	1094142	YDR316W	CDS	84.9477
12453	4	+	1094375	1094395	YDR316W	CDS	56.75085
12454	4	+	1094551	1094572	YDR316W	CDS	73.9557
12455	4	+	1094595	1094615	YDR316W	CDS	80.0441
12456	4	+	1094772	1094805	YDR316W	CDS	2.3273
12457	4	+	1095066	1095083	YDR316W	CDS	3.87825
12458	4	+	1095180	1095197	YDR316W	3'UTR	0
12459	4	+	1102275	1102297	YDR317W	CDS	11.57755
12460	4	+	1102729	1102758	YDR317W	CDS	0
12461	4	+	1102902	1102924	YDR317W	CDS	73.73855
12462	4	+	1103166	1103193	YDR317W	CDS	98.8708
12463	4	+	1103723	1103742	YDR318W	5'UTR	89.9923
12464	4	+	1103830	1103855	YDR318W	intron	178.5228
12465	4	+	1104015	1104035	YDR318W	CDS	96.774
12466	4	+	1104306	1104338	YDR318W	CDS	3.93075
12467	4	+	1104361	1104380	YDR318W	CDS	47.63755
12468	4	+	1104716	1104737	YDR318W	CDS	0
12469	4	+	1104813	1104849	YDR318W	CDS	0
12470	4	+	1104907	1104929	YDR318W	CDS	265.98125
12471	4	+	1104949	1104975	YDR318W	3'UTR	247.3393
12472	4	+	1104986	1105010	YDR318W	3'UTR	3.1758
12473	4	+	1105026	1105043	YDR318W	3'UTR	1.96615
12474	4	+	1108417	1108438	YDR320W-B	5'UTR	14.66565
12475	4	+	1108516	1108541	YDR320W-B	CDS	16.64715
12476	4	+	1108720	1108743	YDR321W	CDS	5.09125
12477	4	+	1108747	1108777	YDR321W	CDS	0
12478	4	+	1108864	1108885	YDR321W	CDS	3.2131
12479	4	+	1108912	1108938	YDR321W	CDS	0
12480	4	+	1108977	1108997	YDR321W	CDS	0
12481	4	+	1109047	1109070	YDR321W	CDS	172.50815
12482	4	+	1109123	1109143	YDR321W	CDS	1.46145
12483	4	+	1109207	1109227	YDR321W	CDS	0
12484	4	+	1109267	1109284	YDR321W	CDS	34.2454
12485	4	+	1109315	1109345	YDR321W	CDS	0.5203
12486	4	+	1109350	1109376	YDR321W	CDS	20.73145
12487	4	+	1109413	1109437	YDR321W	CDS	123.35455
12488	4	+	1109502	1109524	YDR321W	CDS	3.0305
12489	4	+	1109712	1109733	YDR321W	CDS	9.5828
12490	4	+	1109809	1109829	YDR321W	CDS	1.5605
12491	4	+	1109876	1109900	YDR321W	3'UTR	13.48815
12492	4	+	1110612	1110636	YDR322W	CDS	33.4973
12493	4	+	1110676	1110703	YDR322W	CDS	192.31805
12494	4	+	1110769	1110789	YDR322W	CDS	31.54235
12495	4	+	1110895	1110927	YDR322W	CDS	0
12496	4	+	1110931	1110959	YDR322W	CDS	0
12497	4	+	1111122	1111146	YDR322W	CDS	143.64335
12498	4	+	1111205	1111224	YDR322W	CDS	61.9394
12499	4	+	1111338	1111371	YDR322W	CDS	0
12500	4	+	1111451	1111483	YDR322W	CDS	0
12501	4	+	1111570	1111590	YDR322W	CDS	5.10535
12502	4	+	1111716	1111738	YDR322W	3'UTR	10.8657
12503	4	+	1117054	1117073	YDR325W	5'UTR	59.10645
12504	4	+	1117411	1117430	YDR325W	CDS	47.28145
12505	4	+	1117584	1117607	YDR325W	CDS	120.77145
12506	4	+	1118141	1118166	YDR325W	CDS	78.37445
12507	4	+	1118296	1118320	YDR325W	CDS	59.10645
12508	4	+	1118430	1118464	YDR325W	CDS	23.64075
12509	4	+	1118497	1118514	YDR325W	CDS	0
12510	4	+	1118731	1118754	YDR325W	CDS	59.10645
12511	4	+	1118800	1118823	YDR325W	CDS	35.46575
12512	4	+	1119520	1119539	YDR325W	CDS	59.10645
12513	4	+	1119919	1119942	YDR325W	CDS	216.53455
12514	4	+	1119994	1120016	YDR325W	CDS	0
12515	4	+	1127926	1127946	YDR330W	CDS	3.06235
12516	4	+	1128021	1128038	YDR330W	CDS	13.77935
12517	4	+	1128055	1128096	YDR330W	CDS	4.4598
12518	4	+	1128119	1128144	YDR330W	CDS	12.24455
12519	4	+	1128310	1128335	YDR330W	CDS	80.49545
12520	4	+	1128349	1128369	YDR330W	CDS	3.06235
12521	4	+	1128462	1128482	YDR330W	CDS	51.30325
12522	4	+	1128510	1128527	YDR330W	CDS	32.4642
12523	4	+	1128656	1128675	YDR330W	CDS	57.4448
12524	4	+	1128685	1128705	YDR330W	CDS	17.48015
12525	4	+	1128735	1128755	YDR330W	CDS	22.47485
12526	4	+	1128776	1128799	YDR330W	CDS	17.56685
12527	4	+	1128910	1128930	YDR330W	CDS	6.12225
12528	4	+	1128984	1129001	YDR330W	CDS	30.61135
12529	4	+	1129133	1129166	YDR330W	CDS	0
12530	4	+	1129279	1129304	YDR330W	CDS	37.45645
12531	4	+	1129412	1129432	YDR330W	3'UTR	12.4855
12532	4	+	1129621	1129647	YDR331W	CDS	259.9908
12533	4	+	1129753	1129779	YDR331W	CDS	5.8977
12534	4	+	1129842	1129863	YDR331W	CDS	18.8095
12535	4	+	1129940	1129963	YDR331W	CDS	5.654
12536	4	+	1129990	1130008	YDR331W	CDS	35.0775
12537	4	+	1130023	1130048	YDR331W	CDS	303.17095
12538	4	+	1130068	1130085	YDR331W	CDS	2.95
12539	4	+	1130208	1130229	YDR331W	CDS	350.42915
12540	4	+	1130348	1130369	YDR331W	CDS	44.9302
12541	4	+	1130374	1130402	YDR331W	CDS	19.24355
12542	4	+	1130529	1130547	YDR331W	CDS	90.71685
12543	4	+	1130563	1130586	YDR331W	CDS	10.16605
12544	4	+	1130616	1130636	YDR331W	CDS	49.13585
12545	4	+	1130705	1130730	YDR331W	CDS	32.9027
12546	4	+	1130825	1130846	YDR332W	5'UTR	124.3282
12547	4	+	1130870	1130899	YDR332W	5'UTR	55.87355
12548	4	+	1130910	1130934	YDR332W	5'UTR	744.72115
12549	4	+	1131031	1131053	YDR332W	CDS	76.06125
12550	4	+	1131080	1131100	YDR332W	CDS	2.05745
12551	4	+	1131202	1131227	YDR332W	CDS	112.26025
12552	4	+	1131314	1131336	YDR332W	CDS	5.1218
12553	4	+	1131798	1131818	YDR332W	CDS	15.3168
12554	4	+	1131826	1131848	YDR332W	CDS	123.0202
12555	4	+	1131954	1131978	YDR332W	CDS	185.66995
12556	4	+	1132439	1132458	YDR332W	CDS	38.0476
12557	4	+	1132505	1132529	YDR332W	CDS	4.44355
12558	4	+	1132658	1132677	YDR332W	CDS	12.3399
12559	4	+	1132742	1132766	YDR332W	CDS	162.30625
12560	4	+	1132931	1132952	YDR332W	CDS	4.1133
12561	4	+	1132969	1132986	YDR332W	CDS	30.5802
12562	4	+	1135883	1135910	YDR334W	5'UTR	20.2958
12563	4	+	1136071	1136088	YDR334W	CDS	23.2028
12564	4	+	1136316	1136337	YDR334W	CDS	0
12565	4	+	1136585	1136609	YDR334W	CDS	208.92655
12566	4	+	1136790	1136807	YDR334W	CDS	41.1187
12567	4	+	1136822	1136843	YDR334W	CDS	6.76705
12568	4	+	1136884	1136908	YDR334W	CDS	213.8727
12569	4	+	1136919	1136939	YDR334W	CDS	65.23195
12570	4	+	1136950	1136969	YDR334W	CDS	128.72825
12571	4	+	1136988	1137005	YDR334W	CDS	88.29105
12572	4	+	1137231	1137263	YDR334W	CDS	0
12573	4	+	1137266	1137283	YDR334W	CDS	16.5529
12574	4	+	1137408	1137425	YDR334W	CDS	49.66405
12575	4	+	1137653	1137674	YDR334W	CDS	20.2958
12576	4	+	1138060	1138079	YDR334W	CDS	126.3856
12577	4	+	1138332	1138355	YDR334W	CDS	27.06285
12578	4	+	1138407	1138428	YDR334W	CDS	27.58995
12579	4	+	1138523	1138543	YDR334W	CDS	79.7457
12580	4	+	1138862	1138883	YDR334W	CDS	13.52875
12581	4	+	1138909	1138928	YDR334W	CDS	20.2958
12582	4	+	1138937	1138955	YDR334W	CDS	6.76705
12583	4	+	1139088	1139105	YDR334W	CDS	39.8782
12584	4	+	1139207	1139225	YDR334W	CDS	20.2958
12585	4	+	1139589	1139605	YDR334W	CDS	6.76705
12586	4	+	1139723	1139745	YDR334W	CDS	29.39485
12587	4	+	1140081	1140114	YDR334W	CDS	0
12588	4	+	1140508	1140536	YDR334W	3'UTR	34.1866
12589	4	+	1140857	1140895	YDR335W	5'UTR	7.2883
12590	4	+	1141007	1141041	YDR335W	5'UTR	398.87565
12591	4	+	1141092	1141116	YDR335W	5'UTR	214.96855
12592	4	+	1141288	1141308	YDR335W	CDS	14.57895
12593	4	+	1141321	1141343	YDR335W	CDS	46.9438
12594	4	+	1141649	1141665	YDR335W	CDS	1.40185
12595	4	+	1141768	1141786	YDR335W	CDS	19.43625
12596	4	+	1142089	1142112	YDR335W	CDS	0
12597	4	+	1142166	1142186	YDR335W	CDS	20.84985
12598	4	+	1142246	1142267	YDR335W	CDS	32.76335
12599	4	+	1142442	1142460	YDR335W	CDS	40.197
12600	4	+	1142591	1142608	YDR335W	CDS	9.7193
12601	4	+	1142773	1142792	YDR335W	CDS	22.4158
12602	4	+	1142850	1142868	YDR335W	CDS	2.97955
12603	4	+	1143127	1143152	YDR335W	CDS	53.82185
12604	4	+	1143344	1143363	YDR335W	CDS	29.78615
12605	4	+	1143441	1143458	YDR335W	CDS	8.9363
12606	4	+	1143517	1143542	YDR335W	CDS	22.9878
12607	4	+	1143740	1143760	YDR335W	CDS	5.95675
12608	4	+	1143808	1143830	YDR335W	CDS	29.68535
12609	4	+	1143932	1143951	YDR335W	CDS	18.83845
12610	4	+	1143988	1144008	YDR335W	CDS	8.9363
12611	4	+	1144213	1144227	YDR335W	CDS	2.18485
12612	4	+	1144233	1144252	YDR335W	CDS	2.3841
12613	4	+	1144291	1144305	YDR335W	CDS	46.0131
12614	4	+	1144324	1144344	YDR335W	CDS	105.92065
12615	4	+	1144367	1144385	YDR335W	CDS	15.1275
12616	4	+	1144495	1144520	YDR335W	CDS	12.14795
12617	4	+	1144648	1144671	YDR335W	CDS	5.95675
12618	4	+	1144695	1144724	YDR335W	CDS	2.97955
12619	4	+	1144823	1144840	YDR335W	CDS	2.97955
12620	4	+	1145131	1145148	YDR336W	CDS	4.04235
12621	4	+	1145290	1145307	YDR336W	CDS	12.62465
12622	4	+	1145610	1145629	YDR336W	CDS	54.5648
12623	4	+	1145750	1145774	YDR336W	CDS	0
12624	4	+	1145800	1145817	YDR336W	CDS	37.89775
12625	4	+	1145914	1145932	YDR336W	CDS	31.28315
12626	4	+	1146065	1146084	YDR336W	3'UTR	0
12627	4	+	1146279	1146297	YDR337W	5'UTR	53.60195
12628	4	+	1146349	1146367	YDR337W	CDS	28.218
12629	4	+	1146532	1146550	YDR337W	CDS	7.42925
12630	4	+	1146564	1146587	YDR337W	CDS	0
12631	4	+	1146763	1146789	YDR337W	CDS	61.5487
12632	4	+	1146826	1146849	YDR337W	CDS	0
12633	4	+	1146900	1146932	YDR337W	CDS	0
12634	4	+	1146991	1147013	YDR337W	CDS	17.7325
12635	4	+	1147084	1147106	YDR337W	CDS	2.24835
12636	4	+	1150971	1150990	YDR340W	CDS	0
12637	4	+	1150994	1151011	YDR340W	CDS	7.687
12638	4	+	1151084	1151106	YDR340W	CDS	189.05435
12639	4	+	1151224	1151246	YDR340W	3'UTR	0
12640	4	+	1169139	1169162	YDR347W	5'UTR	9.99555
12641	4	+	1169334	1169356	YDR347W	CDS	5.28495
12642	4	+	1169385	1169407	YDR347W	CDS	1.6197
12643	4	+	1169420	1169446	YDR347W	CDS	5.28495
12644	4	+	1169459	1169489	YDR347W	CDS	0
12645	4	+	1169598	1169615	YDR347W	CDS	46.0556
12646	4	+	1169636	1169660	YDR347W	CDS	303.83605
12647	4	+	1169791	1169816	YDR347W	CDS	76.7854
12648	4	+	1169832	1169854	YDR347W	CDS	152.1768
